WORD: baþlýðýn, FREQ: 1
WORD: anlamlarý, FREQ: 1
WORD: anlam, FREQ: 1
WORD: ayrýmý, FREQ: 1
WORD: sayfasýna, FREQ: 1
WORD: bakýnýz, FREQ: 1
WORD: yapýmcý, FREQ: 1
WORD: barrie, FREQ: 1
WORD: m, FREQ: 1
WORD: osborne, FREQ: 1
WORD: tim, FREQ: 1
WORD: sanders, FREQ: 1
WORD: hikâye, FREQ: 1
WORD: uyarlama, FREQ: 1
WORD: frances, FREQ: 1
WORD: ryans, FREQ: 1
WORD: body, FREQ: 1
WORD: müzik, FREQ: 1
WORD: görüntü, FREQ: 1
WORD: yönetmeni, FREQ: 1
WORD: andrew, FREQ: 1
WORD: lesnie, FREQ: 1
WORD: kurgu, FREQ: 1
WORD: gilbert, FREQ: 1
WORD: daðýtýcý, FREQ: 1
WORD: warner, FREQ: 1
WORD: bros, FREQ: 1
WORD: dýþý, FREQ: 1
WORD: cinsi, FREQ: 1
WORD: sinema, FREQ: 1
WORD: renk, FREQ: 1
WORD: renkli, FREQ: 1
WORD: yýlý, FREQ: 1
WORD: özel, FREQ: 1
WORD: ülke, FREQ: 1
WORD: dil, FREQ: 1
WORD: bütçe, FREQ: 1
WORD: yönettiði, FREQ: 1
WORD: filmidir, FREQ: 1
WORD: girmiþtir, FREQ: 1
WORD: adlý, FREQ: 1
WORD: fantezi, FREQ: 1
WORD: roman, FREQ: 1
WORD: kitabýndan, FREQ: 1
WORD: sýrasýyla, FREQ: 1
WORD: filmleri, FREQ: 1
WORD: eþ, FREQ: 1
WORD: zamanlý, FREQ: 1
WORD: çekilmiþtir, FREQ: 1
WORD: birleþik, FREQ: 1
WORD: bütçeleri, FREQ: 1
WORD: sonrasý, FREQ: 1
WORD: aþamalarý, FREQ: 1
WORD: yýl, FREQ: 1
WORD: sürmüþtür, FREQ: 1
WORD: kitapta, FREQ: 1
WORD: sevilen, FREQ: 1
WORD: karakterinin, FREQ: 1
WORD: filmine, FREQ: 1
WORD: aktarýlmayýþý, FREQ: 1
WORD: hayranlarýný, FREQ: 1
WORD: üzmüþtür, FREQ: 1
WORD: uluslararasý, FREQ: 1
WORD: toplam, FREQ: 1
WORD: kazancý, FREQ: 1
WORD: ulaþmýþtýr, FREQ: 1
WORD: girdiði, FREQ: 1
WORD: gelir, FREQ: 1
WORD: elde, FREQ: 1
WORD: etmiþtir, FREQ: 1
WORD: i?çindekiler, FREQ: 1
WORD: tanýþmasý, FREQ: 1
WORD: ralph, FREQ: 1
WORD: bakshi, FREQ: 1
WORD: tarihli, FREQ: 1
WORD: animasyon, FREQ: 1
WORD: filmden, FREQ: 1
WORD: hoþlandý, FREQ: 1
WORD: ilgili, FREQ: 1
WORD: þey, FREQ: 1
WORD: öðrenmek, FREQ: 1
WORD: istedi, FREQ: 1
WORD: yaþýndayken, FREQ: 1
WORD: wellington, FREQ: 1
WORD: auckland, FREQ: 1
WORD: gittiði, FREQ: 1
WORD: saatlik, FREQ: 1
WORD: tren, FREQ: 1
WORD: yolculuðu, FREQ: 1
WORD: sýrasýnda, FREQ: 1
WORD: kitap, FREQ: 1
WORD: hazýrlanmýþ, FREQ: 1
WORD: edisyonu, FREQ: 1
WORD: okudu, FREQ: 1
WORD: bitirdi, FREQ: 1
WORD: sonraki, FREQ: 1
WORD: projesinin, FREQ: 1
WORD: kitaplarýný, FREQ: 1
WORD: uyarlamak, FREQ: 1
WORD: olmasýný, FREQ: 1
WORD: kararlaþtýrdý, FREQ: 1
WORD: sýralarda, FREQ: 1
WORD: neden, FREQ: 1
WORD: kimsenin, FREQ: 1
WORD: proje, FREQ: 1
WORD: ilgilenmediðini, FREQ: 1
WORD: merak, FREQ: 1
WORD: ediyordu, FREQ: 1
WORD: patronu, FREQ: 1
WORD: la, FREQ: 1
WORD: iþbirliðine, FREQ: 1
WORD: gitti, FREQ: 1
WORD: li, FREQ: 1
WORD: yýllardan, FREQ: 1
WORD: beri, FREQ: 1
WORD: tutan, FREQ: 1
WORD: görüþmeye, FREQ: 1
WORD: çevrimi, FREQ: 1
WORD: yönetmesini, FREQ: 1
WORD: teklif, FREQ: 1
WORD: etmesi, FREQ: 1
WORD: görüþmeler, FREQ: 1
WORD: geciktirdi, FREQ: 1
WORD: duruma, FREQ: 1
WORD: kýzdý, FREQ: 1
WORD: uyarlamasýnýn, FREQ: 1
WORD: daðýtým, FREQ: 1
WORD: bulundurmadýðýný, FREQ: 1
WORD: haklarýn, FREQ: 1
WORD: united, FREQ: 1
WORD: artist, FREQ: 1
WORD: þirketinde, FREQ: 1
WORD: olduðunu, FREQ: 1
WORD: öðrendi, FREQ: 1
WORD: nýn, FREQ: 1
WORD: haklarý, FREQ: 1
WORD: sorunu, FREQ: 1
WORD: hala, FREQ: 1
WORD: çözülmüþ, FREQ: 1
WORD: deðildi, FREQ: 1
WORD: projesini, FREQ: 1
WORD: iptal, FREQ: 1
WORD: ettiðinde, FREQ: 1
WORD: destek, FREQ: 1
WORD: altý, FREQ: 1
WORD: satýn, FREQ: 1
WORD: almaya, FREQ: 1
WORD: çalýþtýlar, FREQ: 1
WORD: costa, FREQ: 1
WORD: botes, FREQ: 1
WORD: okuyup, FREQ: 1
WORD: özetini, FREQ: 1
WORD: çýkardýlar, FREQ: 1
WORD: taslak, FREQ: 1
WORD: yazdýlar, FREQ: 1
WORD: kitabýn, FREQ: 1
WORD: kararlaþtýrýldý, FREQ: 1
WORD: i?lk, FREQ: 1
WORD: tümünden, FREQ: 1
WORD: nün, FREQ: 1
WORD: baþlangýcýndan, FREQ: 1
WORD: okuyan, FREQ: 1
WORD: senaryoya, FREQ: 1
WORD: hayran, FREQ: 1
WORD: kaldýlar, FREQ: 1
WORD: bütçesinin, FREQ: 1
WORD: konusunda, FREQ: 1
WORD: ortalarýnda, FREQ: 1
WORD: stephen, FREQ: 1
WORD: hayranýydý, FREQ: 1
WORD: okuduktan, FREQ: 1
WORD: ekibine, FREQ: 1
WORD: katýlmaya, FREQ: 1
WORD: birincisi, FREQ: 1
WORD: ikinicisi, FREQ: 1
WORD: sayfa, FREQ: 1
WORD: yazýmý, FREQ: 1
WORD: zaman, FREQ: 1
WORD: tiyatro, FREQ: 1
WORD: çalýþmalarý, FREQ: 1
WORD: nedeniyle, FREQ: 1
WORD: projeden, FREQ: 1
WORD: ayrýlmak, FREQ: 1
WORD: kaldý, FREQ: 1
WORD: marty, FREQ: 1
WORD: ya, FREQ: 1
WORD: geldiðinde, FREQ: 1
WORD: sorunlar, FREQ: 1
WORD: harcayan, FREQ: 1
WORD: projenin, FREQ: 1
WORD: maliyetinin, FREQ: 1
WORD: tahmin, FREQ: 1
WORD: ettiðini, FREQ: 1
WORD: söylediðinde, FREQ: 1
WORD: harcamýþ, FREQ: 1
WORD: gerçekleþtirilmesi, FREQ: 1
WORD: planlanan, FREQ: 1
WORD: projeyi, FREQ: 1
WORD: indirmeye, FREQ: 1
WORD: haziran, FREQ: 1
WORD: tarihinde, FREQ: 1
WORD: kitaplardan, FREQ: 1
WORD: saat, FREQ: 1
WORD: sundu, FREQ: 1
WORD: buna, FREQ: 1
