WORD: baþlýðýn, FREQ: 1
WORD: diðer, FREQ: 1
WORD: anlamlarý, FREQ: 1
WORD: için, FREQ: 1
WORD: anlam, FREQ: 1
WORD: ayrýmý, FREQ: 1
WORD: sayfasýna, FREQ: 1
WORD: yapýmcý, FREQ: 1
WORD: gray, FREQ: 1
WORD: frederickson, FREQ: 1
WORD: fred, FREQ: 1
WORD: roos, FREQ: 1
WORD: senarist, FREQ: 1
WORD: lee, FREQ: 1
WORD: strasberg, FREQ: 1
WORD: gazzo, FREQ: 1
WORD: görüntü, FREQ: 1
WORD: gordon, FREQ: 1
WORD: willis, FREQ: 1
WORD: kurgu, FREQ: 1
WORD: roman, FREQ: 1
WORD: daðýtýcý, FREQ: 1
WORD: paramount, FREQ: 1
WORD: pictures, FREQ: 1
WORD: cinsi, FREQ: 1
WORD: türü, FREQ: 1
WORD: dram, FREQ: 1
WORD: renk, FREQ: 1
WORD: renkli, FREQ: 1
WORD: yapým, FREQ: 1
WORD: yýlý, FREQ: 1
WORD: çýkýþ, FREQ: 1
WORD: tarih, FREQ: 1
WORD: ler, FREQ: 1
WORD: süre, FREQ: 1
WORD: ülke, FREQ: 1
WORD: dil, FREQ: 1
WORD: sicilyaca, FREQ: 1
WORD: bütçe, FREQ: 1
WORD: hasýlat, FREQ: 1
WORD: önceki, FREQ: 1
WORD: devam, FREQ: 1
WORD: resmî, FREQ: 1
WORD: sitesi, FREQ: 1
WORD: turin, FREQ: 1
WORD: museum, FREQ: 1
WORD: of, FREQ: 1
WORD: orijinal, FREQ: 1
WORD: ilk, FREQ: 1
WORD: yapýmýndan, FREQ: 1
WORD: sene, FREQ: 1
WORD: çekilen, FREQ: 1
WORD: ortak, FREQ: 1
WORD: yazdýðý, FREQ: 1
WORD: senaryoyla, FREQ: 1
WORD: kurgulanmýþtýr, FREQ: 1
WORD: kazanmýþtýr, FREQ: 1
WORD: yýlýnda, FREQ: 1
WORD: birleþik, FREQ: 1
WORD: devletleri, FREQ: 1
WORD: kongre, FREQ: 1
WORD: kütüphanesi, FREQ: 1
WORD: tarafýndan, FREQ: 1
WORD: kültürel, FREQ: 1
WORD: estetik, FREQ: 1
WORD: olarak, FREQ: 1
WORD: önemli, FREQ: 1
WORD: arasýna, FREQ: 1
WORD: seçilerek, FREQ: 1
WORD: ulusal, FREQ: 1
WORD: arþivi, FREQ: 1
WORD: nde, FREQ: 1
WORD: muhafaza, FREQ: 1
WORD: edilmesine, FREQ: 1
WORD: karar, FREQ: 1
WORD: verilmiþtir, FREQ: 1
WORD: i?çindekiler, FREQ: 1
WORD: dünyasýnda, FREQ: 1
WORD: inanýlmaz, FREQ: 1
WORD: güce, FREQ: 1
WORD: ulaþýrken, FREQ: 1
WORD: yandan, FREQ: 1
WORD: ailesini, FREQ: 1
WORD: korumaya, FREQ: 1
WORD: çalýþmaktadýr, FREQ: 1
WORD: geliþen, FREQ: 1
WORD: olaylar, FREQ: 1
WORD: hiç, FREQ: 1
WORD: yapmak, FREQ: 1
WORD: istemediði, FREQ: 1
WORD: iþlere, FREQ: 1
WORD: suçlara, FREQ: 1
WORD: yönlendirir, FREQ: 1
WORD: tek, FREQ: 1
WORD: özelliði, FREQ: 1
WORD: zekasý, FREQ: 1
WORD: iken, FREQ: 1
WORD: anda, FREQ: 1
WORD: imparatorluðunu, FREQ: 1
WORD: yönetecek, FREQ: 1
WORD: acýmasýzlýða, FREQ: 1
WORD: güvene, FREQ: 1
WORD: kavuþur, FREQ: 1
WORD: bunlar, FREQ: 1
WORD: sadece, FREQ: 1
WORD: güç, FREQ: 1
WORD: deðil, FREQ: 1
WORD: beraberinde, FREQ: 1
WORD: yalnýzlýk, FREQ: 1
WORD: mutsuzluk, FREQ: 1
WORD: getirecektir, FREQ: 1
WORD: arada, FREQ: 1
WORD: geriye, FREQ: 1
WORD: dönüþlerle, FREQ: 1
WORD: sicilya, FREQ: 1
WORD: dan, FREQ: 1
WORD: kaçýp, FREQ: 1
WORD: gelerek, FREQ: 1
WORD: dünyasýna, FREQ: 1
WORD: karýþmasýný, FREQ: 1
WORD: izleyeceðimiz, FREQ: 1
WORD: yalnýzca, FREQ: 1
WORD: yi, FREQ: 1
WORD: canlandýrmasýyla, FREQ: 1
WORD: almasý, FREQ: 1
WORD: baþarýlý, FREQ: 1
WORD: gözler, FREQ: 1
WORD: önüne, FREQ: 1
WORD: seriyor, FREQ: 1
WORD: geçmiþe, FREQ: 1
WORD: götürüyor, FREQ: 1
WORD: genç, FREQ: 1
WORD: nasýl, FREQ: 1
WORD: babasý, FREQ: 1
WORD: çocukken, FREQ: 1
WORD: neler, FREQ: 1
WORD: yaþadýðýný, FREQ: 1
WORD: gençlik, FREQ: 1
WORD: maceralarýný, FREQ: 1
WORD: anlatýyor, FREQ: 1
WORD: thomas, FREQ: 1
WORD: hagen, FREQ: 1
WORD: constanzia, FREQ: 1
WORD: yardýmcý, FREQ: 1
WORD: erkek, FREQ: 1
WORD: oyuncu, FREQ: 1
WORD: müziði, FREQ: 1
WORD: sanat, FREQ: 1
WORD: dean, FREQ: 1
WORD: tavoularis, FREQ: 1
WORD: angelo, FREQ: 1
WORD: graham, FREQ: 1
WORD: george, FREQ: 1
WORD: nelson, FREQ: 1
WORD: uyarlama, FREQ: 1
WORD: ekim, FREQ: 1
WORD: https, FREQ: 1
WORD: wiki, FREQ: 1
WORD: nndb, FREQ: 1
WORD: efsanesi, FREQ: 1
WORD: kitaplar, FREQ: 1
WORD: sicilyalý, FREQ: 1
WORD: döndü, FREQ: 1
WORD: i?ntikamý, FREQ: 1
WORD: oyunlar, FREQ: 1
WORD: game, FREQ: 1
WORD: apollonia, FREQ: 1
WORD: vitelli, FREQ: 1
WORD: mary, FREQ: 1
WORD: santino, FREQ: 1
WORD: carmela, FREQ: 1
WORD: ciccio, FREQ: 1
WORD: sonny, FREQ: 1
WORD: sandra, FREQ: 1
WORD: ailesi, FREQ: 1
WORD: dostlarý, FREQ: 1
WORD: genco, FREQ: 1
WORD: abbandando, FREQ: 1
WORD: willie, FREQ: 1
WORD: cicci, FREQ: 1
WORD: luca, FREQ: 1
WORD: brasi, FREQ: 1
WORD: pete, FREQ: 1
WORD: clemenza, FREQ: 1
WORD: frank, FREQ: 1
WORD: pentangeli, FREQ: 1
WORD: tommy, FREQ: 1
WORD: fontane, FREQ: 1
WORD: paulie, FREQ: 1
WORD: gatto, FREQ: 1
WORD: marino, FREQ: 1
WORD: rocco, FREQ: 1
WORD: lampone, FREQ: 1
WORD: tony, FREQ: 1
WORD: molinari, FREQ: 1
WORD: sal, FREQ: 1
WORD: narducci, FREQ: 1
WORD: ritchie, FREQ: 1
WORD: nobilio, FREQ: 1
WORD: salvatore, FREQ: 1
WORD: tessio, FREQ: 1
WORD: tommasino, FREQ: 1
WORD: tramonti, FREQ: 1
WORD: düþmanlarý, FREQ: 1
WORD: hyman, FREQ: 1
WORD: roth, FREQ: 1
WORD: emilio, FREQ: 1
WORD: barzini, FREQ: 1
WORD: fanucci, FREQ: 1
WORD: forlenza, FREQ: 1
WORD: nick, FREQ: 1
WORD: geraci, FREQ: 1
WORD: moe, FREQ: 1
WORD: greene, FREQ: 1
WORD: joe, FREQ: 1
WORD: lucadello, FREQ: 1
WORD: ola, FREQ: 1
WORD: rizzi, FREQ: 1
WORD: rosato, FREQ: 1
WORD: louie, FREQ: 1
WORD: russo, FREQ: 1
WORD: virgil, FREQ: 1
WORD: sollozzo, FREQ: 1
WORD: stracci, FREQ: 1
WORD: bruno, FREQ: 1
WORD: philip, FREQ: 1
WORD: jack, FREQ: 1
WORD: woltz, FREQ: 1
WORD: joey, FREQ: 1
WORD: zasa, FREQ: 1
WORD: altobello, FREQ: 1
WORD: momo, FREQ: 1
WORD: barone, FREQ: 1
WORD: diðerleri, FREQ: 1
WORD: amerigo, FREQ: 1
WORD: bonasera, FREQ: 1
WORD: pat, FREQ: 1
WORD: geary, FREQ: 1
WORD: cardinal, FREQ: 1
WORD: lamberto, FREQ: 1
WORD: lucy, FREQ: 1
WORD: mancini, FREQ: 1
WORD: danny, FREQ: 1
WORD: mickey, FREQ: 1
WORD: billy, FREQ: 1
WORD: van, FREQ: 1
WORD: arsdale, FREQ: 1
WORD: aldo, FREQ: 1
WORD: trapani, FREQ: 1
WORD: albert, FREQ: 1
WORD: volpe, FREQ: 1
WORD: muhtelif, FREQ: 1
WORD: edward, FREQ: 1
WORD: falco, FREQ: 1
WORD: akademi, FREQ: 1
WORD: batý, FREQ: 1
WORD: yakasýnýn, FREQ: 1
WORD: hikâyesi, FREQ: 1
WORD: arabistanlý, FREQ: 1
WORD: lawrence, FREQ: 1
WORD: tom, FREQ: 1
WORD: jones, FREQ: 1
WORD: tatlý, FREQ: 1
WORD: meleðim, FREQ: 1
WORD: neþeli, FREQ: 1
WORD: günler, FREQ: 1
WORD: devrin, FREQ: 1
WORD: adamý, FREQ: 1
WORD: gecenin, FREQ: 1
WORD: sýcaðýnda, FREQ: 1
WORD: oliver, FREQ: 1
WORD: geceyarýsý, FREQ: 1
WORD: kovboyu, FREQ: 1
WORD: general, FREQ: 1
WORD: patton, FREQ: 1
WORD: kanunun, FREQ: 1
WORD: kuvveti, FREQ: 1
WORD: belalýlar, FREQ: 1
WORD: guguk, FREQ: 1
WORD: kuþu, FREQ: 1
WORD: rocky, FREQ: 1
WORD: annie, FREQ: 1
WORD: hall, FREQ: 1
WORD: avcý, FREQ: 1
WORD: karþý, FREQ: 1
WORD: sýradan, FREQ: 1
WORD: i?nsanlar, FREQ: 1
WORD: tam, FREQ: 1
WORD: liste ·, FREQ: 1
WORD: yönetmen, FREQ: 2
WORD: pacino, FREQ: 2
WORD: duvall, FREQ: 2
WORD: diane, FREQ: 2
WORD: keaton, FREQ: 2
WORD: john, FREQ: 2
WORD: cazale, FREQ: 2
WORD: talia, FREQ: 2
WORD: shire, FREQ: 2
WORD: müzik, FREQ: 2
WORD: yönetmeni, FREQ: 2
WORD: sinema, FREQ: 2
WORD: filmi, FREQ: 2
WORD: aralýk, FREQ: 2
WORD: dakika, FREQ: 2
WORD: abd, FREQ: 2
WORD: senaryo, FREQ: 2
WORD: filmin, FREQ: 2
WORD: nýn, FREQ: 2
WORD: oscar, FREQ: 2
WORD: ödülü, FREQ: 2
WORD: amerika, FREQ: 2
WORD: filmler, FREQ: 2
WORD: konu, FREQ: 2
WORD: kazandýðý, FREQ: 2
WORD: ödüller, FREQ: 2
WORD: kaynakça, FREQ: 2
WORD: dýþ, FREQ: 2
WORD: baðlantýlar, FREQ: 2
WORD: mafya, FREQ: 2
WORD: yavaþ, FREQ: 2
WORD: suç, FREQ: 2
WORD: micheal, FREQ: 2
WORD: filmde, FREQ: 2
WORD: olduðunu, FREQ: 2
WORD: kay, FREQ: 2
WORD: adams, FREQ: 2
WORD: fredo, FREQ: 2
WORD: connie, FREQ: 2
WORD: www, FREQ: 2
WORD: sinemalar, FREQ: 2
WORD: mayýs, FREQ: 2
WORD: tarihinde, FREQ: 2
